	category	subcategory	code	name	url	description	unit_price
208	Sensors	Magnetic	MIKROE-3274	Magnetic linear click	https://www.mikroe.com/magnetic-linear-click	Magnetic linear click is a very accurate position sensing Click board™ which utilizes the HMC1501, a magnetic field displacement sensor IC. This integrated sensor uses a single saturated-mode Wheatstone bridge which consists of four magneto-resistive elements. The precision of up to 0.07° in the angular range of ±45° can be easily achieved using the...	18.00
209	Sensors	Magnetic	MIKROE-3275	Magnetic rotary Click	https://www.mikroe.com/magnetic-rotary-click	Magnetic rotary click is a very accurate position sensing Click board™ which utilizes the HMC1512, a magnetic field displacement sensor IC. This integrated sensor uses two coplanar saturated-mode Wheatstone bridges which consist of four magneto-resistive elements per bridge. The precision of up to 0.05° in the angular range of ±90° can be easily achieved...	24.00
210	Sensors	Magnetic	MIKROE-3310	3D Hall 3 Click	https://www.mikroe.com/3d-hall-3-click	3D Hall 3 click is a very accurate, magnetic field sensing Click board™, used to measure the intensity of the magnetic field across three perpendicular axes. It is equipped with the LIS2MDL, a low power 3D magnetic sensor. This IC has a separate Hall sensing element on each axis, which allows a very accurate and reliable measurement of the magnetic field...	15.00
211	Sensors	Magnetic	MIKROE-3522	Magneto 4 Click	https://www.mikroe.com/magneto-4-click	Magneto 4 click is a high-resolution magnetic encoder Click board™ which allows contactless motion sensing down to 0.5µm. It features the AS5311, a complete integrated solution with Hall elements, low-noise analog front-end, and digital signal processing (DSP) sections, on the same die. Thanks to the internal DSP processing, the AS5311 can output the...	22.00
212	Sensors	Magnetic	MIKROE-3629	3D Hall 7 Click	https://www.mikroe.com/3d-hall-7-click	3D Hall 7 click is a very accurate, magnetic field sensing Click board™, used to measure the intensity of the magnetic field across three perpendicular axes. It is equipped with the AK09970N, a high sensitivity 3D magnetic sensor IC, from AsahiKASEI. This IC has a separate Hall sensing element on each axis, which allows a very accurate and reliable...	17.00
213	Sensors	Magnetic	MIKROE-3657	Magneto 7 Click	https://www.mikroe.com/magneto-7-click	Magneto 7 Click is a high-resolution magnetic sensor Click board™ which allows contactless orientation sensing. It features the BM1422AGMV, a complete integrated solution with magneto-impedance (MI) elements, low-noise analog AD converter, and digital signal processing (DSP) sections, on the same die. Thanks to the internal DSP processing, the BM1422AGMV...	17.00
214	Sensors	Magnetic	MIKROE-3764	3D Hall 6 Click	https://www.mikroe.com/3d-hall-6-click	3D Hall 6 Click is a very accurate, magnetic field sensing Click board™, used to measure the intensity of the magnetic field across three perpendicular axes. It is equipped with the MLX90380, a monolithic contactless sensor IC sensitive to the flux density applied orthogonally and parallel to the IC surface, from Melexis. This IC has a separate Hall...	25.00
215	Sensors	Magnetic	MIKROE-3769	TMR Angle Click	https://www.mikroe.com/tmr-angle-click	TMR Angle Click is a Click board™ perfectly suited for developing applications that range from steering angle applications with the highest functional safety requirements to motors for wipers, pumps and actuators and electric motors in general. This is thanks to the TLE5501, which is dedicated to any automotive but also industrial and consumer...	17.00
216	Sensors	Magnetic	MIKROE-3815	GMR Angle Click	https://www.mikroe.com/gmr-angle-click	The GMR Angle Click is a Click board™ that features the TLI5012B E1000, which is a pre-calibrated 360° angle sensor that detects the orientation of a magnetic field, made by Infineon. The GMR Angle click is ideal for angular position sensing in industrial and consumer applications such as electrical commutated motor (e.g. BLDC), fans or pumps.The GMR...	17.00
217	Sensors	Magnetic	MIKROE-4005	Index Counter Click	https://www.mikroe.com/index-counter-click	Index Counter Click is a simple prototyping high precision Hall-Effect switch solution with direction detection. This board is hosting TLE4966K an integrated circuit dual Hall-effect sensor from Infineon. The sensor is designed specifically for highly accurate applications which use a rotating pole wheel since offers high sensitivity and high stability of...	7.00
218	Sensors	Magnetic	MIKROE-4063	Compass 3 Click	https://www.mikroe.com/compass-3-click	Compass 3 Click is an expansion board that can measure the three-axis magnetic field which is perfect for implementation in applications such as electric compasses. This board features MMC5883MA, a complete 3-axis magnetic sensor with signal processing from MEMSIC. For obtaining the sensor measurement data of the magnetic field and temperature, an I2C...	9.00
219	Sensors	Magnetic	MIKROE-4106	TMR mix-sens click	https://www.mikroe.com/tmr-mix-sens-click	The TMR mix-sens Click is an add-on board equipped with the TMR digital push-pull and analog magnetic sensors, as well as intensity of magnetic field indicator. The TMR mix-sens Click has three types of magnetic field sensors: Two digital and one analog sensor. The digital sensors are the RR121-1A23-311 which has an omnipolar polarity response, and the...	19.00
220	Sensors	Magnetic	MIKROE-4139	Magneto 6 Click	https://www.mikroe.com/magneto-6-click	Magneto 6 Click features low power three dimensional Hall effect sensor, TLI493D-A2B6, designed for magnetic sensing applications. It measures the magnetic field in X, Y, and Z direction. Each X, Y and Z Hall probe is connected sequentially to a multiplexer, which is then connected to an Analog to Digital Converter (ADC). Optional, the temperature can be...	12.00
221	Sensors	Magnetic	MIKROE-4204	Magneto 8 Click	https://www.mikroe.com/magneto-8-click	Magneto 8 Click is a compact add-on board that contains an easy-to-program magnetic rotary position sensor with incremental quadrature (A/B) and 12-bit digital outputs. This board features the AS5601, 12-bit programmable contactless encoder IC from AMS-AG. This Click board™ is based on a planar Hall sensor technology, supports industry-standard I2C...	15.00
222	Sensors	Magnetic	MIKROE-4270	Angle 5 Click	https://www.mikroe.com/angle-5-click	Angle 5 Click is a compact add-on board that detects the absolute angular position of a permanent magnet, typically a diametrically magnetized cylinder on a rotating shaft. This board features the MA302, a 12-bit digital contactless angle sensor with ABZ and UVW incremental outputs from Monolithic Power Systems. The MA302 features an ABZ encoder, UVW pole...	18.00
223	Sensors	Magnetic	MIKROE-4231	Compass 4 Click	https://www.mikroe.com/compass-4-click	Compass 4 Click is a compact add-on board that can measure the three-axis magnetic field that is perfect for implementation in applications such as electric compasses. This board features AK09915, a complete 3-axis magnetic sensor with signal processing from AKM. For obtaining the sensor measurement data of the magnetic field, an I2C or SPI protocol can...	12.00
224	Sensors	Magnetic	MIKROE-4366	Compass 5 Click	https://www.mikroe.com/compass-5-click	Compass 5 Click is a compact add-on board that contains a 3-axis magnetometer device suitable for compass application. This board features the AK09918C, a 3-axis electronic compass with high sensitive Hall sensor technology from AKM Semiconductor. This Click board™, an I2C configurable compass, incorporates magnetic sensors for detecting terrestrial...	15.00
225	Sensors	Magnetic	MIKROE-4561	AMR Angle Click	https://www.mikroe.com/amr-angle-click	AMR Angle Click is a compact add-on board containing an anisotropic magnetoresistive measurement solution ideal for either angle or linear position measurements. This board features the ADA4571, an AMR sensor with clean and amplified cosine and sine output signals related to a rotating magnetic field angle from Analog Devices. It can provide better than...	24.00
226	Sensors	Magnetic	MIKROE-4498	3D Hall 8 Click	https://www.mikroe.com/3d-hall-8-click	3D Hall 8 Click is a compact add-on board containing an ultra-small 3D-magnetic sensor for industrial and consumer applications. This board features the TLI493D-W2BW, a low-power 3D Hall sensor from Infineon. This magnetic sensor combines high-accuracy magnetic field measurements with exceptionally low power consumption (minimum 7nA). It features an I2C...	11.00
227	Sensors	Magnetic	MIKROE-4634	MR Angle Click	https://www.mikroe.com/mr-angle-click	MR Angle Click is a compact add-on board that contains a magnetoresistive sensor with an integrated amplifier. This board features the KMZ60, a high precision sensor for magnetic angle measurement with single-ended cosine and sine outputs from NXP Semiconductors. The MR sensor element comes with two Wheatstone bridges for cosine and sine signals, supports...	13.00
228	Sensors	Magnetic	MIKROE-4788	Hall Switch 2 Click	https://www.mikroe.com/hall-switch-2-click	Hall Switch 2 Click is a compact add-on board that represents a magnetic field-activated dual-relay Click board™. This board features the MHA100KN, a high-performance, low-power Hall-Effect sensor from MEMSIC. This Hall switch is a fully integrated CMOS IC that outputs a high-low signal following magnetic field changing. It works with a magnet and detects...	27.00
229	Sensors	Magnetic	MIKROE-4778	Magneto 9 Click	https://www.mikroe.com/magneto-9-click	Magneto 9 Click is a compact add-on board that contains a low-power, accurate, and reliable magnetic sensing device. This board features the A1359, dual tracking output linear hall-effect sensor from Allegro MicroSystems. This ratiometric Hall-effect sensor provides an analog voltage and a PWM signal with a duty cycle proportional to the applied magnetic...	12.00
230	Sensors	Magnetic	MIKROE-4796	Compass 6 Click	https://www.mikroe.com/compass-6-click	Compass 6 Click is a compact add-on board perfect for implementation in applications such as an electronic compass. This board features the HSCDTD008A, a high-sensitivity geomagnetic sensor from ALPS Alpine. This I2C configurable compass incorporates a magnetic sensor capable of measuring magnetic field strengths of ±2.4mT on each of its three axes and...	17.00
231	Sensors	Magnetic	MIKROE-4866	Magneto 10 Click	https://www.mikroe.com/magneto-10-click	Magneto 10 Click is a compact add-on board that contains a 3D magnetometer. This board features the MLX90392, a +/-5mT range magnetometer for low-noise applications from Melexis Technologies. The MLX90392, specially designed for micropower applications, measures magnetic fields along the three axes (X, Y being in a plane parallel to the surface of the...	15.00
232	Sensors	Magnetic	MIKROE-4952	Magnetic Rotary 2 Click	https://www.mikroe.com/magnetic-rotary-2-click	Magnetic Rotary 2 Click is a compact add-on board used for accurate magnet-position sensing. This board features the AEAT-9922, an angular magnetic rotary sensor providing accurate angular measurement over a full 360 degrees of rotation from Broadcom Limited. The AEAT-9922 uses integrated Hall sensor elements with complex analog and digital signal...	45.00
233	Sensors	Magnetic	MIKROE-4948	3D Hall 9 Click	https://www.mikroe.com/3d-hall-9-click	3D Hall 9 Click is a compact add-on board used to detect the strength of a magnetic field in all three dimensions. This board features the ALS31300, a 3D linear Hall-effect sensor with digital output and advanced low power management from Allegro Microsystems. The ALS31300 features an I2C interface, enabling it to be easily configured by MCU with the...	7.50
234	Sensors	Magnetic	MIKROE-4971	Angle 8 Click	https://www.mikroe.com/angle-8-click	Angle 8 Click is a compact add-on board that detects the absolute angular position of a permanent magnet. This board features the MA782GGU, a low-power angle sensor with integrated wake-up angle detection from Monolithic Power Systems. With its power cycling ability, the MA782GGU can be optimized for applications that require low average power. It...	15.00
235	Sensors	Magnetic	MIKROE-5067	Magneto 11 Click	https://www.mikroe.com/magneto-11-click	Magneto 11 Click is a compact add-on board that contains an accurate and reliable magnetic sensing device. This board features the AS5510, a linear hall sensor with 10-bit resolution, and an I2C interface from ams AG. It can measure the absolute position of lateral movement of a simple 2-pole magnet. A lateral stroke of 0.5mm ~ 2mm can be measured with...	6.00
236	Sensors	Magnetic	MIKROE-4991	Magneto 12 Click	https://www.mikroe.com/magneto-12-click	Magneto 12 Click is a compact add-on board that contains an accurate and reliable magnetic sensing device. This board features the A31315, a magnetic position sensor designed for on- and off-axis rotary and linear stroke position measurement from Allegro Microsystems. This sensor integrates vertical and planar Hall-effect elements with precision...	12.00
237	Sensors	Motion	MIKROE-1194	Accel Click	https://www.mikroe.com/accel-click	Accel Click is an accessory board in mikroBUS form factor. It features ADXL345 3-axis accelerometer module with ultra-low power and high resolution (13-bit) measurement.	19.00
238	Sensors	Motion	MIKROE-1379	Gyro Click	https://www.mikroe.com/gyro-click	Gyro click is an add-on board in mikroBUS form factor. It features L3GD20 three-axis digital gyroscope module capable of providing the measured angular rate, as well as ambient temperature.	25.00
239	Sensors	Motion	MIKROE-1577	MPU IMU Click	https://www.mikroe.com/mpu-imu-click	MPU IMU click carries the MPU-6000 integrated 6-axis motion tracking device that combines a 3-axis gyroscope, a 3-axis accelerometer, and a DMP (Digital Motion Processor) into a single small chip.	39.00
240	Sensors	Motion	MIKROE-1719	MPU 9DOF Click	https://www.mikroe.com/mpu-9dof-click	MPU 9DOF click carries the MPU–9250 System in Package, which is the world’s first 9-axis Motion Tracking device. MPU–9250 comprises two chips.	25.20
241	Sensors	Motion	MIKROE-1834	Tilt Click	https://www.mikroe.com/tilt-click	Tilt click carries RPI-1035, a 4-directional optical tilt sensor. This type of sensor provides positional feedback for left, right, backward or forward movement (tilt).	12.90
242	Sensors	Motion	MIKROE-1853	TILTnSHAKE Click	https://www.mikroe.com/tilt-n-shake-click	TILT-n-SHAKE click carries Freescale’s MMA8491Q IC. It’s a multifunctional 3-axis digital accelerometer that can also be configured as a 45-degree Tilt sensor.	19.00
243	Sensors	Motion	MIKROE-1877	3D Motion Click	https://www.mikroe.com/3d-motion-click	3D Motion click carries Microchip’s MM7150 9-axis sensor fusion motion module. It’s a complete self contained solution comprising a 3-axis accelerometer, a gyroscope, a magnetometer, and a SSC7150 motion coprocessor.	59.00
244	Sensors	Motion	MIKROE-1905	Accel2 Click	https://www.mikroe.com/accel-2-click	Accel 2 click carries ST’s LIS3DSH IC, a low-power factory-calibrated three-axis accelerometer which embeds a FIFO buffer and two programmable state machines.	19.00
245	Sensors	Motion	MIKROE-1941	6DOF IMU Click	https://www.mikroe.com/6dof-imu-click	6DOF IMU click carries ST's LSM6DS33TR 6-axis inertial measurement unit comprising a 3-axis gyroscope and a 3-axis accelerometer.	24.00
246	Sensors	Motion	MIKROE-1927	Vibra sense Click	https://www.mikroe.com/vibra-sense-click	Vibra Sense click is a low cost micro shock vibration sensor with a digital output which can be set as an Interrupt (mikroBUS INT pin) An onboard potentiometer lets you set the interrupt threshold.	18.00
247	Sensors	Motion	MIKROE-1942	Shake2Wake Click	https://www.mikroe.com/shake-2-wake-click	Shake2Wake click carries an ADXL362 ultralow power, 3-axis MEMS accelerometer and ADP195 load switch. The distinguishing feature of this IC is that it incorporates several activity detection modes.	39.00
248	Sensors	Motion	MIKROE-1996	9DOF Click	https://www.mikroe.com/9dof-click	9DOF click carries ST’s LSM9DS1 inertial measurement module that combines a 3D accelerometer, a 3D gyroscope and a 3D magnetometer into a single device outputting so called nine degrees of freedom data...	21.00
249	Sensors	Motion	MIKROE-2102	Accel 3 Click	https://www.mikroe.com/accel3-click	Accel 3 click carries the H3LIS331DL a low-power high-performance 3-axis linear accelerometer. The click is designed to run on a 3.3V power supply. It communicates with the target microcontroller over SPI or I2C interface, with additional functionality provided by the INT pin on the mikroBUS™ line.	21.00
250	Sensors	Motion	MIKROE-1938	MAGNETO 2 Click	https://www.mikroe.com/magneto-2-click	Magneto 2 click is a mikroBUS™ add-on board with Melexis's MLX90316 monolithic rotary position sensor. Sensing flux density with the IC surface of the MLX90316 allows the click to decode the absolute rotary (angular) position from 0 to 360 degrees.	29.00
251	Sensors	Motion	MIKROE-2337	6DOF IMU 2 Click	https://www.mikroe.com/6dof-imu-2-click	6DOF IMU 2 click is a mikroBUS™ add-on board with Bosch's BMI160 low power inertial measurement unit (IMU). The BMI160 is capable of precise acceleration and angular rate (gyroscopic) measurement.	24.00
252	Sensors	Motion	MIKROE-2561	Earthquake click	https://www.mikroe.com/earthquake-click	Earthquake click carries D7S, the world’s smallest high-precision seismic sensor from Omron.The click is designed to run on either 3.3V or 5V power supply. It communicates with the target MCU over I2C interface, with additional functionality provided by the following pins on the mikroBUS™ line: PWM, INT, CS.	69.00
253	Sensors	Motion	MIKROE-2731	LSM6DSL Click	https://www.mikroe.com/lsm6dsl-click	LSM6DSL click measures linear and angular velocity with six degrees of freedom. It carries the LSM6DSL high-performance 3-axis digital accelerometer and 3-axis digital gyroscope. The click is designed to run on a 3.3V power supply. LSM6DSL click communicates with the target microcontroller over SPI or I2C interface, with additional functionality provided...	15.00
254	Sensors	Motion	MIKROE-3075	Accel 6 click	https://www.mikroe.com/accel-6-click	Accel 6 click is a three-axis acceleration sensor with many features. It uses the BMA280, a 14bit triaxial acceleration sensor with intelligent on-chip motion triggered interrupt controller, from Bosch Sensortec. This sensor has an advanced set of features, that allows easy acceleration measurement in three perpendicular axes for up to ±16g, with...	17.00
255	Sensors	Motion	MIKROE-3149	Accel 5 Click	https://www.mikroe.com/accel-5-click	Accel 5 click features an ultra-low power triaxial accelerometer sensor, labeled as the BMA400. This Click board™ allows linear motion and gravitational force measurements in ranges of ±2 g, ±4 g, ±8, and ±16 g in three perpendicular axes. Besides the acceleration measurement, Accel 5 click is able to output an interrupt for many different events,...	19.00
256	Sensors	Motion	MIKROE-3187	Microwave 2 click (for EU)	https://www.mikroe.com/microwave-2-eu-click	Microwave 2 click is an accurate and reliable short to medium range motion detection Click board™, based on a Doppler radar principle. Thanks to the highly integrated NJR4265RF2C1, an intelligent 24GHz microwave motion sensor, it can accurately sense the movement of a low-speed object. Featuring an integrated RF circuit, IF amplifier, and the MCU with its...	55.00
257	Sensors	Motion	MIKROE-3244	Accel 7 click	https://www.mikroe.com/accel-7-click	The Accel 7 click is a tri-axis acceleration sensing Click board™ powered by the KXTJ3-1057 14-bit tri-axis digital accelerometer from Kionix.  This sensor was developed using proprietary Kionix micromachining technology, resulting in high accuracy and excellent noise immunity. Accel 7 click supports a wide range of applications that require low power...	13.00
258	Sensors	Motion	MIKROE-3259	Pedometer 3 Click	https://www.mikroe.com/pedometer-3-click	Pedometer 3 click is an acceleration sensing and step counting Click board™ equipped with the KX126-1063, an advanced tri-axis acceleration sensor IC, which features several acceleration detection algorithms, including a pedometer. The micro-electromechanical sensor (MEMS) element itself is based on the principle of measuring the differential capacitance,...	13.00
259	Sensors	Motion	MIKROE-3300	Gyro 2 Click	https://www.mikroe.com/gyro-2-click	The Gyro 2 click is a three-axis digital angular rate sensor which can sense the angular movement and velocity in three perpendicular axes. The Click board™ is equipped with the FXAS21002C, a three-axis integrated angular rate gyroscope. This gyroscope IC features a very good sensitivity-to-range ratio, allowing it to achieve the resolution of 0.0625 °/s,...	18.00
260	Sensors	Motion	MIKROE-3343	Tilt 2 Click	https://www.mikroe.com/tilt-2-click	Tilt 2 click is a tilt sensor switch, which breaks the circuit when tilted to an angle of 45° or when shaken. It is a single-pole-double-throw type of switch (SPDT), which can be operated with up to 24V. The current through the switch should not exceed 25mA. The Click board™ is equipped with the the RB-441-45, a 45° rolling ball sensor switch, which uses...	8.45
261	Sensors	Motion	MIKROE-3341	Accel 8 Click	https://www.mikroe.com/accel-8-click	Accel 8 Click is an advanced 6-axis motion tracking Click board™, which utilizes the MPU6050, a very popular motion sensor IC, equipped with a 3-axis gyroscope and 3-axis accelerometer. It also features Digital Motion Processor™, a very powerful processing engine, which reduces the firmware complexity and the processing load of the host MCU. The output of...	19.00
262	Sensors	Motion	MIKROE-3410	6DOF IMU 4 Click	https://www.mikroe.com/6dof-imu-4-click	6DOF IMU 4 Click is an advanced 6-axis motion tracking Click board™, which utilizes the ICM-20602, a high-performance integrated motion sensor, equipped with a 3-axis gyroscope, and a 3-axis accelerometer. There is a MEMS on each axis, sampled by a 16-bit A/D converter (ADC). Data streams from each axis are fed to a signal processing engine, offering...	16.00
263	Sensors	Motion	MIKROE-3440	Accel 11 Click	https://www.mikroe.com/accel-11-click	Accel 11 click features an ultra-low power triaxial accelerometer sensor with embedded intelligence, labeled as the BMA456. This Click board™ allows linear motion and gravitational force measurements in ranges of ±2 g, ±4 g, ±8, and ±16 g in three perpendicular axes. This smart sensor allows the Accel 11 click to detect many different events, including...	17.00
264	Sensors	Motion	MIKROE-3447	6DOF IMU 8 Click	https://www.mikroe.com/6dof-imu-8-click	6DOF IMU 8 click is an advanced 6-axis motion tracking Click board™, which utilizes the ISM330DLC, a high-performance System in Package (SiP), equipped with a 3-axis gyroscope, and a 3-axis accelerometer. A combination of the two most commonly used motion sensors allows for full 6D sensing. Tailored towards the Industry 4.0, the ISM330DLC is equipped with...	21.00
265	Sensors	Motion	MIKROE-3449	Gyro 3 Click	https://www.mikroe.com/gyro-3-click	Gyro 3 click is a three-axis gyroscope Click board™ that can sense motion over three perpendicular axes. It is equipped with the I3G4250, a three-axis digital gyroscope. This IC incorporates microelectromechanical sensing elements (MEMS), produced using a proprietary CMOS micromachining technology. This technology allows for excellent stability and...	25.00
266	Sensors	Motion	MIKROE-3457	Smart DOF Click	https://www.mikroe.com/smart-dof-click	SmartDOF click features a highly advanced integrated system-in-package (SiP) solution with three different sensors on-chip: triaxial accelerometer, magnetometer, and triaxial gyroscope are all integrated on the same die, along with the powerful 32-bit ARM® Cortex®-M0+ MCU. Thanks to the integrated MCU, the BN080 SiP provides extensive signal processing....	39.00
267	Sensors	Motion	MIKROE-3464	Accel 12 Click	https://www.mikroe.com/accel-12-click	Accel 12 click is an advanced 3-axis motion tracking Click board™, which utilizes the MC3216, a low-noise, and low power 3-axis accelerometer. This Click board™ allows linear motion and gravitational force measurements in ranges of ±2 g, ±4 g, ±8, and ±16 g in three perpendicular axes and support directional tap detection in ±X, ±Y or ±Z. The output of...	9.00
268	Sensors	Motion	MIKROE-3567	Pedometer Click	https://www.mikroe.com/pedometer-click	Pedometer Click is designed to sense movement, more precisely, to sense and count steps taken by its user. It is equipped with the STP201M module, a 3D pedometer module with an IC chipset, which includes a precise G-sensor and MCU. This device can be used for tracking physical activity, for example measuring how many calories somebody burned and because...	23.00
269	Sensors	Motion	MIKROE-3669	Gyro 5 Click	https://www.mikroe.com/gyro-5-click	Gyro 5 Click is a three-axis gyroscope Click board™ that can sense motion over three perpendicular axes. It is equipped with the ITG-3701, a three-axis digital gyroscope. This IC incorporates microelectromechanical sensing elements (MEMS), produced using a proprietary CMOS micromachining technology. This technology allows for excellent stability and...	20.00
270	Sensors	Motion	MIKROE-2086	IR Gesture Click	https://www.mikroe.com/ir-gesture-click	IR Gesture Click is a mikroBUS add-on board that enables contactless gesture recognition, along with ambient light and proximity sensing capabilities with the APDS-9960 IC.	16.00
271	Sensors	Motion	MIKROE-3661	Gyro 4 Click	https://www.mikroe.com/gyro-4-click	Gyro 4 Click  is a two-axis MEMS gyroscope for optical image stabilization applications. It is equipped with the L20G20IS, that includes a sensing element and an IC interface capable of providing the measured angular rate to the application through an SPI digital interface. The angular data is available in a 16-bit format, along with 12-bit device’s die...	15.00
272	Sensors	Motion	MIKROE-3687	13DOF 2 Click	https://www.mikroe.com/13dof-2-click	13DOF 2 click is an advanced 13-axis motion tracking Click board™, which utilizes two different sensor ICs onboard: BME680, Volatile Organic Compounds (VOCs), humidity, pressure and temperature sensor and BMX160, a 9-axis sensor consisting of a 3-axis, low-g accelerometer, a low power 3-axis gyroscope and a 3-axis geomagnetic sensor. Both integrated...	42.00
273	Sensors	Motion	MIKROE-3742	Accel 13 Click	https://www.mikroe.com/accel-13-click	Accel 13 Click features an ultra-low power triaxial accelerometer sensor with embedded intelligence, labeled as the IIS2DLPC. This Click board™ allows linear motion and gravitational force measurements in ranges of ±2 g, ±4 g, ±8, and ±16 g in three perpendicular axes. This smart sensor allows the Accel 13 click to detect many different events, including...	21.00
274	Sensors	Motion	MIKROE-3339	PIR Click	https://www.mikroe.com/pir-click	PIR Click is a pyroelectric sensor which generates a voltage when exposed to infrared radiation emitted by live bodies. It is equipped with the PL-N823-01, an infrared sensor from KEMET that uses the pyrolectric effect of ceramic by absorbing infrared rays emitted from the human body, while the the white plastic Fresnel lens covering the sensor filters...	18.00
275	Sensors	Motion	MIKROE-3775	13DOF Click	https://www.mikroe.com/13dof-click	13DOF Click is an advanced 13-axis motion tracking Click board™, which utilizes three different sensor ICs onboard: BME680, a digital gas, humidity, pressure and temperature sensor and BMM150, a geomagnetic sensor and a BMI088, small, versatile 6DoF sensor module. All integrated sensors ICs are made by Bosch Sensortec, featuring the state-of-the-art...	35.00
276	Sensors	Motion	MIKROE-3776	6DOF IMU 7 Click	https://www.mikroe.com/6dof-imu-7-click	6DOF IMU 7 Click is an advanced 6-axis motion tracking Click board™, which utilizes the ICM-20649, a high-performance integrated motion sensor, equipped with a 3-axis gyroscope, and a 3-axis accelerometer. There is a MEMS structure hermetically sealed and bonded at wafer level. Data streams from each axis are fed to a signal processing engine, offering...	16.00
277	Sensors	Motion	MIKROE-3827	6DOF IMU 9 Click	https://www.mikroe.com/6dof-imu-9-click	The 6DOF IMU 9 Click is a Click board™ which features the IAM-20680, a 6-axis MotionTracking device that combines a 3-axis gyroscope and a 3-axis accelerometer, from TDK InvenSense. A combination of the two most commonly used motion sensors allows for full 6D sensing. Tailored towards the Industry 4.0 This Click board™ can be used for automotive...	25.00
278	Sensors	Motion	MIKROE-3869	6DOF IMU 11 Click	https://www.mikroe.com/6dof-imu-11-click	The 6DOF IMU 11 click is a Click board™ based on the KMX63, a 6 Degrees-of-Freedom inertial sensor system on a single, silicon chip, which is designed to strike a balance between current consumption and noise performance with excellent bias stability over temperature. The KMX63 sensor consists of a tri-axial magnetometer plus a triaxial accelerometer...	21.00
279	Sensors	Motion	MIKROE-3934	6DOF IMU 10 Click	https://www.mikroe.com/6dof-imu-10-click	6DOF IMU 10 Click is a 6 Degrees-of-Freedom inertial sensor module, that features KMX62 sensor whcih consist of tri-axial magnetometer (range ±2g / ±4g / ±8g / ±16g) plus a triaxial accelerometer (±1200µT). The accelerometer and magnetometer data can be accumulated in an internal 384-byte FIFO buffer and transmitted to the application Processor. This...	16.00
280	Sensors	Motion	MIKROE-4044	6DOF IMU 6 Click	https://www.mikroe.com/6dof-imu-6-click	6DOF IMU 6 Click features a 6-axis MotionTracking device that combines a 3-axis gyroscope, a 3-axis accelerometer, and a Digital Motion Processor™ (DMP) labeled as ICM-20689. The ICM-20689 from company TDK InvenSense includes on-chip 16-bit ADCs, programmable digital filters, an embedded temperature sensor, and programmable interrupts. The gyroscope and...	15.00
281	Sensors	Motion	MIKROE-4073	6DOF IMU 12 Click	https://www.mikroe.com/6dof-imu-12-click	6DOF IMU 12 Click carries the ultra-low-power BMI270 from Bosch Sensortec, inertial measurement unit optimized for wearables providing precise acceleration, angular rate measurement and intelligent on-chip motion-triggered interrupt features. The 6-axis sensor combines a 16-bit tri-axial gyroscope and a 16-bit tri-axial accelerometer featuring Bosch’s...	15.00
282	Sensors	Motion	MIKROE-4059	Motion 2 Click	https://www.mikroe.com/motion-2-click	Motion 2 Click is a Click board™ based on EKMC1607112, PIR motion sensor from Panasonic Corporation that's used as human motion detector. Also featured on Motion 2 Click bord is TLP241A photorelay from Toshiba that is used to provide a reinforced galvanic isolation for the external signals used to drive some external high power electronic equipment when...	29.00
283	Sensors	Motion	MIKROE-4049	Motion 3 Click	https://www.mikroe.com/motion-3-click	Motion 3 Click is a Click board™ based on EKMC1606112, PIR motion sensor from Panasonic Corporation that's used as human motion detector. Also featured on Motion 3 Click bord is TLP241A photorelay from Toshiba that is used to provide a reinforced galvanic isolation for the external signals used to drive some external high power electronic equipment when...	24.00
284	Sensors	Motion	MIKROE-4086	6DOF IMU 3 Click	https://www.mikroe.com/6dof-imu-3-click	6 DOF IMU 3 Click is a complete 6-axis detection development board suitable for movement and position tracking devices. This Click board features the compact FXOS8700CQ motion sensor from NXP, an integrated 3-axis linear accelerometer and 3-axis magnetometer combined in one package. The device supports selectable I2C or point-to-point SPI serial interface...	7.00
285	Sensors	Motion	MIKROE-4078	Motion 4 Click	https://www.mikroe.com/motion-4-click	Motion 4 Click is a long distance PaPIR's motion sensor with plastic lense and controllable output. This Click board features EKMC1603111, a PIR motion sensor from Panasonic Corporation which can be used as human motion detector and is able to detect movement up to 12m with 170uA current consumption. Also featured on Motion 4 Click bord is TLP241A...	29.00
286	Sensors	Motion	MIKROE-4089	6DOF IMU 5 Click	https://www.mikroe.com/6dof-imu-5-click	6DOF IMU 5 Click features 7-Axis ICM-20789 chip from TDK, an integrated 6-axis inertial device that combines a 3-axis gyroscope, 3-axis accelerometer, and an ultra-low noise MEMS capacitive pressure sensor. This unique 7-Axis device offers great performance with an accuracy of ±1 Pa, an accuracy enabling altitude measurement differentials as small as 8.5...	27.00
287	Sensors	Motion	MIKROE-4112	Accel 10 Click	https://www.mikroe.com/accel-10-click	"Accel 10 Click features an ultra-low power triaxial ""femto"" accelerometer sensor with embedded intelligence, labeled as the LIS2DW12TR. This Click board™ allows linear motion and gravitational force measurements in ranges of ±2 g, ±4 g, ±8, and ±16 g in three perpendicular axes. This smart sensor allows the Accel 10 Click to detect many different events,..."	9.00
